date,city_code,plans,plan_revenue_crores,City,Month,Gen,Description
01-09-2022,600001,p2,2.6,Lucknow,Sep,After 5G,Super Saviour Pack (1.5 GB / Day Combo For 56 days)
01-09-2022,500001,p2,2.34,Lucknow,Sep,After 5G,Super Saviour Pack (1.5 GB / Day Combo For 56 days)
01-09-2022,411001,p2,4.16,Lucknow,Sep,After 5G,Super Saviour Pack (1.5 GB / Day Combo For 56 days)
01-09-2022,380001,p2,2.08,Ahmedabad,Sep,After 5G,Super Saviour Pack (1.5 GB / Day Combo For 56 days)
01-09-2022,302001,p2,1.48,Delhi,Sep,After 5G,Super Saviour Pack (1.5 GB / Day Combo For 56 days)
01-09-2022,226001,p2,1.31,Delhi,Sep,After 5G,Super Saviour Pack (1.5 GB / Day Combo For 56 days)
01-09-2022,800008,p2,1.07,Raipur,Sep,After 5G,Super Saviour Pack (1.5 GB / Day Combo For 56 days)
01-09-2022,641001,p2,0.78,Coimbatore,Sep,After 5G,Super Saviour Pack (1.5 GB / Day Combo For 56 days)
01-09-2022,160017,p2,0.89,Delhi,Sep,After 5G,Super Saviour Pack (1.5 GB / Day Combo For 56 days)
01-09-2022,122001,p2,0.54,Delhi,Sep,After 5G,Super Saviour Pack (1.5 GB / Day Combo For 56 days)
01-09-2022,492001,p2,0.41,Lucknow,Sep,After 5G,Super Saviour Pack (1.5 GB / Day Combo For 56 days)
01-01-2022,400001,p3,4.17,Lucknow,Jan,Before 5G,Elite saver Pack (1 GB/ Day) Valid: 28 Days
01-01-2022,110001,p3,4.01,Delhi,Jan,Before 5G,Elite saver Pack (1 GB/ Day) Valid: 28 Days
01-01-2022,700001,p3,3.88,Raipur,Jan,Before 5G,Elite saver Pack (1 GB/ Day) Valid: 28 Days
01-01-2022,560001,p3,3.01,Lucknow,Jan,Before 5G,Elite saver Pack (1 GB/ Day) Valid: 28 Days
01-01-2022,600001,p3,2.53,Lucknow,Jan,Before 5G,Elite saver Pack (1 GB/ Day) Valid: 28 Days
01-01-2022,500001,p3,2.09,Lucknow,Jan,Before 5G,Elite saver Pack (1 GB/ Day) Valid: 28 Days
01-01-2022,411001,p3,2.05,Lucknow,Jan,Before 5G,Elite saver Pack (1 GB/ Day) Valid: 28 Days
01-01-2022,380001,p3,1.79,Ahmedabad,Jan,Before 5G,Elite saver Pack (1 GB/ Day) Valid: 28 Days
01-01-2022,302001,p3,1.64,Delhi,Jan,Before 5G,Elite saver Pack (1 GB/ Day) Valid: 28 Days
01-01-2022,226001,p3,1.18,Delhi,Jan,Before 5G,Elite saver Pack (1 GB/ Day) Valid: 28 Days
01-01-2022,800008,p3,1.53,Raipur,Jan,Before 5G,Elite saver Pack (1 GB/ Day) Valid: 28 Days
01-01-2022,641001,p3,0.49,Coimbatore,Jan,Before 5G,Elite saver Pack (1 GB/ Day) Valid: 28 Days
01-01-2022,160017,p3,0.53,Delhi,Jan,Before 5G,Elite saver Pack (1 GB/ Day) Valid: 28 Days
01-01-2022,122001,p3,0.45,Delhi,Jan,Before 5G,Elite saver Pack (1 GB/ Day) Valid: 28 Days
01-01-2022,492001,p3,0.29,Lucknow,Jan,Before 5G,Elite saver Pack (1 GB/ Day) Valid: 28 Days
01-02-2022,400001,p3,4.63,Lucknow,Feb,Before 5G,Elite saver Pack (1 GB/ Day) Valid: 28 Days
01-02-2022,110001,p3,3.62,Delhi,Feb,Before 5G,Elite saver Pack (1 GB/ Day) Valid: 28 Days
01-02-2022,700001,p3,3.37,Raipur,Feb,Before 5G,Elite saver Pack (1 GB/ Day) Valid: 28 Days
01-02-2022,560001,p3,3.88,Lucknow,Feb,Before 5G,Elite saver Pack (1 GB/ Day) Valid: 28 Days
01-02-2022,600001,p3,5.1,Lucknow,Feb,Before 5G,Elite saver Pack (1 GB/ Day) Valid: 28 Days
01-02-2022,500001,p3,3.01,Lucknow,Feb,Before 5G,Elite saver Pack (1 GB/ Day) Valid: 28 Days
01-02-2022,411001,p3,2.75,Lucknow,Feb,Before 5G,Elite saver Pack (1 GB/ Day) Valid: 28 Days
01-02-2022,380001,p3,1.62,Ahmedabad,Feb,Before 5G,Elite saver Pack (1 GB/ Day) Valid: 28 Days
01-02-2022,302001,p3,0.95,Delhi,Feb,Before 5G,Elite saver Pack (1 GB/ Day) Valid: 28 Days
01-02-2022,226001,p3,2.33,Delhi,Feb,Before 5G,Elite saver Pack (1 GB/ Day) Valid: 28 Days
01-02-2022,800008,p3,1.02,Raipur,Feb,Before 5G,Elite saver Pack (1 GB/ Day) Valid: 28 Days
01-02-2022,641001,p3,1.11,Coimbatore,Feb,Before 5G,Elite saver Pack (1 GB/ Day) Valid: 28 Days
01-02-2022,160017,p3,0.51,Delhi,Feb,Before 5G,Elite saver Pack (1 GB/ Day) Valid: 28 Days
01-02-2022,122001,p3,0.66,Delhi,Feb,Before 5G,Elite saver Pack (1 GB/ Day) Valid: 28 Days
01-02-2022,492001,p3,0.34,Lucknow,Feb,Before 5G,Elite saver Pack (1 GB/ Day) Valid: 28 Days
01-03-2022,400001,p3,4.56,Lucknow,Mar,Before 5G,Elite saver Pack (1 GB/ Day) Valid: 28 Days
01-03-2022,110001,p3,3.9,Delhi,Mar,Before 5G,Elite saver Pack (1 GB/ Day) Valid: 28 Days
01-03-2022,700001,p3,5.99,Raipur,Mar,Before 5G,Elite saver Pack (1 GB/ Day) Valid: 28 Days
01-03-2022,560001,p3,3.88,Lucknow,Mar,Before 5G,Elite saver Pack (1 GB/ Day) Valid: 28 Days
01-03-2022,600001,p3,2.59,Lucknow,Mar,Before 5G,Elite saver Pack (1 GB/ Day) Valid: 28 Days
01-03-2022,500001,p3,2.41,Lucknow,Mar,Before 5G,Elite saver Pack (1 GB/ Day) Valid: 28 Days
01-03-2022,411001,p3,2.64,Lucknow,Mar,Before 5G,Elite saver Pack (1 GB/ Day) Valid: 28 Days
01-03-2022,380001,p3,2.8,Ahmedabad,Mar,Before 5G,Elite saver Pack (1 GB/ Day) Valid: 28 Days
01-03-2022,302001,p3,1.46,Delhi,Mar,Before 5G,Elite saver Pack (1 GB/ Day) Valid: 28 Days
01-03-2022,226001,p3,1.23,Delhi,Mar,Before 5G,Elite saver Pack (1 GB/ Day) Valid: 28 Days
01-03-2022,800008,p3,0.78,Raipur,Mar,Before 5G,Elite saver Pack (1 GB/ Day) Valid: 28 Days
01-03-2022,641001,p3,1.61,Coimbatore,Mar,Before 5G,Elite saver Pack (1 GB/ Day) Valid: 28 Days
01-03-2022,160017,p3,0.65,Delhi,Mar,Before 5G,Elite saver Pack (1 GB/ Day) Valid: 28 Days
01-03-2022,122001,p3,0.53,Delhi,Mar,Before 5G,Elite saver Pack (1 GB/ Day) Valid: 28 Days
01-03-2022,492001,p3,0.29,Lucknow,Mar,Before 5G,Elite saver Pack (1 GB/ Day) Valid: 28 Days
01-04-2022,400001,p3,3.73,Lucknow,Apr,Before 5G,Elite saver Pack (1 GB/ Day) Valid: 28 Days
01-04-2022,110001,p3,3.15,Delhi,Apr,Before 5G,Elite saver Pack (1 GB/ Day) Valid: 28 Days
01-04-2022,700001,p3,3.34,Raipur,Apr,Before 5G,Elite saver Pack (1 GB/ Day) Valid: 28 Days
01-04-2022,560001,p3,3.62,Lucknow,Apr,Before 5G,Elite saver Pack (1 GB/ Day) Valid: 28 Days
01-04-2022,600001,p3,3.31,Lucknow,Apr,Before 5G,Elite saver Pack (1 GB/ Day) Valid: 28 Days
01-04-2022,500001,p3,2.06,Lucknow,Apr,Before 5G,Elite saver Pack (1 GB/ Day) Valid: 28 Days
01-04-2022,411001,p3,4.22,Lucknow,Apr,Before 5G,Elite saver Pack (1 GB/ Day) Valid: 28 Days
01-04-2022,380001,p3,2.48,Ahmedabad,Apr,Before 5G,Elite saver Pack (1 GB/ Day) Valid: 28 Days
01-04-2022,302001,p3,1.22,Delhi,Apr,Before 5G,Elite saver Pack (1 GB/ Day) Valid: 28 Days
01-04-2022,226001,p3,1.3,Delhi,Apr,Before 5G,Elite saver Pack (1 GB/ Day) Valid: 28 Days
01-04-2022,800008,p3,1.09,Raipur,Apr,Before 5G,Elite saver Pack (1 GB/ Day) Valid: 28 Days
01-04-2022,641001,p3,0.76,Coimbatore,Apr,Before 5G,Elite saver Pack (1 GB/ Day) Valid: 28 Days
01-04-2022,160017,p3,0.94,Delhi,Apr,Before 5G,Elite saver Pack (1 GB/ Day) Valid: 28 Days
01-04-2022,122001,p3,0.45,Delhi,Apr,Before 5G,Elite saver Pack (1 GB/ Day) Valid: 28 Days
01-04-2022,492001,p3,0.4,Lucknow,Apr,Before 5G,Elite saver Pack (1 GB/ Day) Valid: 28 Days
01-06-2022,400001,p3,5.95,Lucknow,Jun,After 5G,Elite saver Pack (1 GB/ Day) Valid: 28 Days
01-06-2022,110001,p3,3.53,Delhi,Jun,After 5G,Elite saver Pack (1 GB/ Day) Valid: 28 Days
01-06-2022,700001,p3,2.95,Raipur,Jun,After 5G,Elite saver Pack (1 GB/ Day) Valid: 28 Days
01-06-2022,560001,p3,3.37,Lucknow,Jun,After 5G,Elite saver Pack (1 GB/ Day) Valid: 28 Days
01-06-2022,600001,p3,3.04,Lucknow,Jun,After 5G,Elite saver Pack (1 GB/ Day) Valid: 28 Days
01-06-2022,500001,p3,2.53,Lucknow,Jun,After 5G,Elite saver Pack (1 GB/ Day) Valid: 28 Days
01-06-2022,411001,p3,1.71,Lucknow,Jun,After 5G,Elite saver Pack (1 GB/ Day) Valid: 28 Days
01-06-2022,380001,p3,1.53,Ahmedabad,Jun,After 5G,Elite saver Pack (1 GB/ Day) Valid: 28 Days
01-06-2022,302001,p3,1.71,Delhi,Jun,After 5G,Elite saver Pack (1 GB/ Day) Valid: 28 Days
01-06-2022,226001,p3,0.99,Delhi,Jun,After 5G,Elite saver Pack (1 GB/ Day) Valid: 28 Days
01-06-2022,800008,p3,1.24,Raipur,Jun,After 5G,Elite saver Pack (1 GB/ Day) Valid: 28 Days
01-06-2022,641001,p3,0.5,Coimbatore,Jun,After 5G,Elite saver Pack (1 GB/ Day) Valid: 28 Days
01-06-2022,160017,p3,0.5,Delhi,Jun,After 5G,Elite saver Pack (1 GB/ Day) Valid: 28 Days
01-06-2022,122001,p3,0.45,Delhi,Jun,After 5G,Elite saver Pack (1 GB/ Day) Valid: 28 Days
01-06-2022,492001,p3,0.41,Lucknow,Jun,After 5G,Elite saver Pack (1 GB/ Day) Valid: 28 Days
01-07-2022,400001,p3,5.36,Lucknow,Jul,After 5G,Elite saver Pack (1 GB/ Day) Valid: 28 Days
01-07-2022,110001,p3,4.79,Delhi,Jul,After 5G,Elite saver Pack (1 GB/ Day) Valid: 28 Days
01-07-2022,700001,p3,2.86,Raipur,Jul,After 5G,Elite saver Pack (1 GB/ Day) Valid: 28 Days
01-07-2022,560001,p3,3.91,Lucknow,Jul,After 5G,Elite saver Pack (1 GB/ Day) Valid: 28 Days
01-07-2022,600001,p3,3.98,Lucknow,Jul,After 5G,Elite saver Pack (1 GB/ Day) Valid: 28 Days
01-07-2022,500001,p3,3.12,Lucknow,Jul,After 5G,Elite saver Pack (1 GB/ Day) Valid: 28 Days
01-07-2022,411001,p3,2.14,Lucknow,Jul,After 5G,Elite saver Pack (1 GB/ Day) Valid: 28 Days
01-07-2022,380001,p3,1.59,Ahmedabad,Jul,After 5G,Elite saver Pack (1 GB/ Day) Valid: 28 Days
01-07-2022,302001,p3,1.05,Delhi,Jul,After 5G,Elite saver Pack (1 GB/ Day) Valid: 28 Days
01-07-2022,226001,p3,1.64,Delhi,Jul,After 5G,Elite saver Pack (1 GB/ Day) Valid: 28 Days
01-07-2022,800008,p3,0.8,Raipur,Jul,After 5G,Elite saver Pack (1 GB/ Day) Valid: 28 Days
01-07-2022,641001,p3,1.07,Coimbatore,Jul,After 5G,Elite saver Pack (1 GB/ Day) Valid: 28 Days
01-07-2022,160017,p3,0.53,Delhi,Jul,After 5G,Elite saver Pack (1 GB/ Day) Valid: 28 Days
01-07-2022,122001,p3,0.85,Delhi,Jul,After 5G,Elite saver Pack (1 GB/ Day) Valid: 28 Days
01-07-2022,492001,p3,0.38,Lucknow,Jul,After 5G,Elite saver Pack (1 GB/ Day) Valid: 28 Days
01-08-2022,400001,p3,4.25,Lucknow,Aug,After 5G,Elite saver Pack (1 GB/ Day) Valid: 28 Days
01-08-2022,110001,p3,3.37,Delhi,Aug,After 5G,Elite saver Pack (1 GB/ Day) Valid: 28 Days
01-08-2022,700001,p3,6.55,Raipur,Aug,After 5G,Elite saver Pack (1 GB/ Day) Valid: 28 Days
01-08-2022,560001,p3,3.5,Lucknow,Aug,After 5G,Elite saver Pack (1 GB/ Day) Valid: 28 Days
01-08-2022,600001,p3,2.42,Lucknow,Aug,After 5G,Elite saver Pack (1 GB/ Day) Valid: 28 Days
01-08-2022,500001,p3,2.54,Lucknow,Aug,After 5G,Elite saver Pack (1 GB/ Day) Valid: 28 Days
01-08-2022,411001,p3,2.15,Lucknow,Aug,After 5G,Elite saver Pack (1 GB/ Day) Valid: 28 Days
01-08-2022,380001,p3,1.99,Ahmedabad,Aug,After 5G,Elite saver Pack (1 GB/ Day) Valid: 28 Days
01-08-2022,302001,p3,1.52,Delhi,Aug,After 5G,Elite saver Pack (1 GB/ Day) Valid: 28 Days
01-08-2022,226001,p3,1.39,Delhi,Aug,After 5G,Elite saver Pack (1 GB/ Day) Valid: 28 Days
01-08-2022,800008,p3,0.94,Raipur,Aug,After 5G,Elite saver Pack (1 GB/ Day) Valid: 28 Days
01-08-2022,641001,p3,1.49,Coimbatore,Aug,After 5G,Elite saver Pack (1 GB/ Day) Valid: 28 Days
01-08-2022,160017,p3,0.49,Delhi,Aug,After 5G,Elite saver Pack (1 GB/ Day) Valid: 28 Days
01-08-2022,122001,p3,0.55,Delhi,Aug,After 5G,Elite saver Pack (1 GB/ Day) Valid: 28 Days
01-08-2022,492001,p3,0.33,Lucknow,Aug,After 5G,Elite saver Pack (1 GB/ Day) Valid: 28 Days
01-09-2022,400001,p3,4.75,Lucknow,Sep,After 5G,Elite saver Pack (1 GB/ Day) Valid: 28 Days
01-09-2022,110001,p3,4.66,Delhi,Sep,After 5G,Elite saver Pack (1 GB/ Day) Valid: 28 Days
01-09-2022,700001,p3,3.98,Raipur,Sep,After 5G,Elite saver Pack (1 GB/ Day) Valid: 28 Days
01-09-2022,560001,p3,2.96,Lucknow,Sep,After 5G,Elite saver Pack (1 GB/ Day) Valid: 28 Days
01-09-2022,600001,p3,2.04,Lucknow,Sep,After 5G,Elite saver Pack (1 GB/ Day) Valid: 28 Days
01-09-2022,500001,p3,1.87,Lucknow,Sep,After 5G,Elite saver Pack (1 GB/ Day) Valid: 28 Days
01-09-2022,411001,p3,3.62,Lucknow,Sep,After 5G,Elite saver Pack (1 GB/ Day) Valid: 28 Days
01-09-2022,380001,p3,2,Ahmedabad,Sep,After 5G,Elite saver Pack (1 GB/ Day) Valid: 28 Days
01-09-2022,302001,p3,1.35,Delhi,Sep,After 5G,Elite saver Pack (1 GB/ Day) Valid: 28 Days
01-09-2022,226001,p3,1.09,Delhi,Sep,After 5G,Elite saver Pack (1 GB/ Day) Valid: 28 Days
01-09-2022,800008,p3,1.07,Raipur,Sep,After 5G,Elite saver Pack (1 GB/ Day) Valid: 28 Days
01-09-2022,641001,p3,0.64,Coimbatore,Sep,After 5G,Elite saver Pack (1 GB/ Day) Valid: 28 Days
01-09-2022,160017,p3,0.81,Delhi,Sep,After 5G,Elite saver Pack (1 GB/ Day) Valid: 28 Days
01-09-2022,122001,p3,0.45,Delhi,Sep,After 5G,Elite saver Pack (1 GB/ Day) Valid: 28 Days
01-09-2022,492001,p3,0.36,Lucknow,Sep,After 5G,Elite saver Pack (1 GB/ Day) Valid: 28 Days
01-01-2022,400001,p4,3.48,Lucknow,Jan,Before 5G,Mini Data Saver Pack (500 MB/ Day) Valid: 20 Days
01-01-2022,110001,p4,3.29,Delhi,Jan,Before 5G,Mini Data Saver Pack (500 MB/ Day) Valid: 20 Days
01-01-2022,700001,p4,3.32,Raipur,Jan,Before 5G,Mini Data Saver Pack (500 MB/ Day) Valid: 20 Days
01-01-2022,560001,p4,2.88,Lucknow,Jan,Before 5G,Mini Data Saver Pack (500 MB/ Day) Valid: 20 Days
01-01-2022,600001,p4,2.04,Lucknow,Jan,Before 5G,Mini Data Saver Pack (500 MB/ Day) Valid: 20 Days
01-01-2022,500001,p4,1.67,Lucknow,Jan,Before 5G,Mini Data Saver Pack (500 MB/ Day) Valid: 20 Days
01-01-2022,411001,p4,1.54,Lucknow,Jan,Before 5G,Mini Data Saver Pack (500 MB/ Day) Valid: 20 Days
01-01-2022,380001,p4,1.37,Ahmedabad,Jan,Before 5G,Mini Data Saver Pack (500 MB/ Day) Valid: 20 Days
01-01-2022,302001,p4,1.3,Delhi,Jan,Before 5G,Mini Data Saver Pack (500 MB/ Day) Valid: 20 Days
01-01-2022,226001,p4,0.8,Delhi,Jan,Before 5G,Mini Data Saver Pack (500 MB/ Day) Valid: 20 Days
01-01-2022,800008,p4,1.11,Raipur,Jan,Before 5G,Mini Data Saver Pack (500 MB/ Day) Valid: 20 Days
01-01-2022,641001,p4,0.45,Coimbatore,Jan,Before 5G,Mini Data Saver Pack (500 MB/ Day) Valid: 20 Days
01-01-2022,160017,p4,0.39,Delhi,Jan,Before 5G,Mini Data Saver Pack (500 MB/ Day) Valid: 20 Days
01-01-2022,122001,p4,0.36,Delhi,Jan,Before 5G,Mini Data Saver Pack (500 MB/ Day) Valid: 20 Days
01-01-2022,492001,p4,0.29,Lucknow,Jan,Before 5G,Mini Data Saver Pack (500 MB/ Day) Valid: 20 Days
01-02-2022,400001,p4,4.03,Lucknow,Feb,Before 5G,Mini Data Saver Pack (500 MB/ Day) Valid: 20 Days
01-02-2022,110001,p4,2.96,Delhi,Feb,Before 5G,Mini Data Saver Pack (500 MB/ Day) Valid: 20 Days
01-02-2022,700001,p4,2.91,Raipur,Feb,Before 5G,Mini Data Saver Pack (500 MB/ Day) Valid: 20 Days
01-02-2022,560001,p4,3.18,Lucknow,Feb,Before 5G,Mini Data Saver Pack (500 MB/ Day) Valid: 20 Days
01-02-2022,600001,p4,4.04,Lucknow,Feb,Before 5G,Mini Data Saver Pack (500 MB/ Day) Valid: 20 Days
01-02-2022,500001,p4,2.2,Lucknow,Feb,Before 5G,Mini Data Saver Pack (500 MB/ Day) Valid: 20 Days
01-02-2022,411001,p4,1.97,Lucknow,Feb,Before 5G,Mini Data Saver Pack (500 MB/ Day) Valid: 20 Days
01-02-2022,380001,p4,1.08,Ahmedabad,Feb,Before 5G,Mini Data Saver Pack (500 MB/ Day) Valid: 20 Days
01-02-2022,302001,p4,0.91,Delhi,Feb,Before 5G,Mini Data Saver Pack (500 MB/ Day) Valid: 20 Days
01-02-2022,226001,p4,1.96,Delhi,Feb,Before 5G,Mini Data Saver Pack (500 MB/ Day) Valid: 20 Days
01-02-2022,800008,p4,0.68,Raipur,Feb,Before 5G,Mini Data Saver Pack (500 MB/ Day) Valid: 20 Days
01-02-2022,641001,p4,0.85,Coimbatore,Feb,Before 5G,Mini Data Saver Pack (500 MB/ Day) Valid: 20 Days
01-02-2022,160017,p4,0.36,Delhi,Feb,Before 5G,Mini Data Saver Pack (500 MB/ Day) Valid: 20 Days
01-02-2022,122001,p4,0.61,Delhi,Feb,Before 5G,Mini Data Saver Pack (500 MB/ Day) Valid: 20 Days
01-02-2022,492001,p4,0.27,Lucknow,Feb,Before 5G,Mini Data Saver Pack (500 MB/ Day) Valid: 20 Days
01-03-2022,400001,p4,3.47,Lucknow,Mar,Before 5G,Mini Data Saver Pack (500 MB/ Day) Valid: 20 Days
01-03-2022,110001,p4,3.41,Delhi,Mar,Before 5G,Mini Data Saver Pack (500 MB/ Day) Valid: 20 Days
01-03-2022,700001,p4,4.21,Raipur,Mar,Before 5G,Mini Data Saver Pack (500 MB/ Day) Valid: 20 Days
01-03-2022,560001,p4,2.95,Lucknow,Mar,Before 5G,Mini Data Saver Pack (500 MB/ Day) Valid: 20 Days
01-03-2022,600001,p4,1.76,Lucknow,Mar,Before 5G,Mini Data Saver Pack (500 MB/ Day) Valid: 20 Days
01-03-2022,500001,p4,2.31,Lucknow,Mar,Before 5G,Mini Data Saver Pack (500 MB/ Day) Valid: 20 Days
01-03-2022,411001,p4,2.09,Lucknow,Mar,Before 5G,Mini Data Saver Pack (500 MB/ Day) Valid: 20 Days
01-03-2022,380001,p4,2.12,Ahmedabad,Mar,Before 5G,Mini Data Saver Pack (500 MB/ Day) Valid: 20 Days
01-03-2022,302001,p4,0.94,Delhi,Mar,Before 5G,Mini Data Saver Pack (500 MB/ Day) Valid: 20 Days
01-03-2022,226001,p4,1.13,Delhi,Mar,Before 5G,Mini Data Saver Pack (500 MB/ Day) Valid: 20 Days
01-03-2022,800008,p4,0.66,Raipur,Mar,Before 5G,Mini Data Saver Pack (500 MB/ Day) Valid: 20 Days
01-03-2022,641001,p4,1.13,Coimbatore,Mar,Before 5G,Mini Data Saver Pack (500 MB/ Day) Valid: 20 Days
01-03-2022,160017,p4,0.68,Delhi,Mar,Before 5G,Mini Data Saver Pack (500 MB/ Day) Valid: 20 Days
01-03-2022,122001,p4,0.32,Delhi,Mar,Before 5G,Mini Data Saver Pack (500 MB/ Day) Valid: 20 Days
01-03-2022,492001,p4,0.23,Lucknow,Mar,Before 5G,Mini Data Saver Pack (500 MB/ Day) Valid: 20 Days
01-04-2022,400001,p4,3.9,Lucknow,Apr,Before 5G,Mini Data Saver Pack (500 MB/ Day) Valid: 20 Days
01-04-2022,110001,p4,3.15,Delhi,Apr,Before 5G,Mini Data Saver Pack (500 MB/ Day) Valid: 20 Days
01-04-2022,700001,p4,3.2,Raipur,Apr,Before 5G,Mini Data Saver Pack (500 MB/ Day) Valid: 20 Days
01-04-2022,560001,p4,3.62,Lucknow,Apr,Before 5G,Mini Data Saver Pack (500 MB/ Day) Valid: 20 Days
01-04-2022,600001,p4,2.45,Lucknow,Apr,Before 5G,Mini Data Saver Pack (500 MB/ Day) Valid: 20 Days
01-04-2022,500001,p4,1.74,Lucknow,Apr,Before 5G,Mini Data Saver Pack (500 MB/ Day) Valid: 20 Days
01-04-2022,411001,p4,3.25,Lucknow,Apr,Before 5G,Mini Data Saver Pack (500 MB/ Day) Valid: 20 Days
01-04-2022,380001,p4,1.86,Ahmedabad,Apr,Before 5G,Mini Data Saver Pack (500 MB/ Day) Valid: 20 Days
01-04-2022,302001,p4,0.89,Delhi,Apr,Before 5G,Mini Data Saver Pack (500 MB/ Day) Valid: 20 Days
01-04-2022,226001,p4,0.89,Delhi,Apr,Before 5G,Mini Data Saver Pack (500 MB/ Day) Valid: 20 Days
01-04-2022,800008,p4,0.86,Raipur,Apr,Before 5G,Mini Data Saver Pack (500 MB/ Day) Valid: 20 Days
01-04-2022,641001,p4,0.7,Coimbatore,Apr,Before 5G,Mini Data Saver Pack (500 MB/ Day) Valid: 20 Days
01-04-2022,160017,p4,0.72,Delhi,Apr,Before 5G,Mini Data Saver Pack (500 MB/ Day) Valid: 20 Days
01-04-2022,122001,p4,0.34,Delhi,Apr,Before 5G,Mini Data Saver Pack (500 MB/ Day) Valid: 20 Days
01-04-2022,492001,p4,0.26,Lucknow,Apr,Before 5G,Mini Data Saver Pack (500 MB/ Day) Valid: 20 Days
01-06-2022,400001,p4,3.36,Lucknow,Jun,After 5G,Mini Data Saver Pack (500 MB/ Day) Valid: 20 Days
01-06-2022,110001,p4,2.21,Delhi,Jun,After 5G,Mini Data Saver Pack (500 MB/ Day) Valid: 20 Days
01-06-2022,700001,p4,2.15,Raipur,Jun,After 5G,Mini Data Saver Pack (500 MB/ Day) Valid: 20 Days
01-06-2022,560001,p4,2.41,Lucknow,Jun,After 5G,Mini Data Saver Pack (500 MB/ Day) Valid: 20 Days
01-06-2022,600001,p4,1.72,Lucknow,Jun,After 5G,Mini Data Saver Pack (500 MB/ Day) Valid: 20 Days
01-06-2022,500001,p4,1.32,Lucknow,Jun,After 5G,Mini Data Saver Pack (500 MB/ Day) Valid: 20 Days
01-06-2022,411001,p4,1.44,Lucknow,Jun,After 5G,Mini Data Saver Pack (500 MB/ Day) Valid: 20 Days
01-06-2022,380001,p4,1.29,Ahmedabad,Jun,After 5G,Mini Data Saver Pack (500 MB/ Day) Valid: 20 Days
01-06-2022,302001,p4,1.14,Delhi,Jun,After 5G,Mini Data Saver Pack (500 MB/ Day) Valid: 20 Days
01-06-2022,226001,p4,0.62,Delhi,Jun,After 5G,Mini Data Saver Pack (500 MB/ Day) Valid: 20 Days
01-06-2022,800008,p4,1.05,Raipur,Jun,After 5G,Mini Data Saver Pack (500 MB/ Day) Valid: 20 Days
01-06-2022,641001,p4,0.36,Coimbatore,Jun,After 5G,Mini Data Saver Pack (500 MB/ Day) Valid: 20 Days
01-06-2022,160017,p4,0.32,Delhi,Jun,After 5G,Mini Data Saver Pack (500 MB/ Day) Valid: 20 Days
01-06-2022,122001,p4,0.3,Delhi,Jun,After 5G,Mini Data Saver Pack (500 MB/ Day) Valid: 20 Days
01-06-2022,492001,p4,0.26,Lucknow,Jun,After 5G,Mini Data Saver Pack (500 MB/ Day) Valid: 20 Days
01-07-2022,400001,p4,2.68,Lucknow,Jul,After 5G,Mini Data Saver Pack (500 MB/ Day) Valid: 20 Days
01-07-2022,110001,p4,3.33,Delhi,Jul,After 5G,Mini Data Saver Pack (500 MB/ Day) Valid: 20 Days
01-07-2022,700001,p4,2.32,Raipur,Jul,After 5G,Mini Data Saver Pack (500 MB/ Day) Valid: 20 Days
01-07-2022,560001,p4,2.6,Lucknow,Jul,After 5G,Mini Data Saver Pack (500 MB/ Day) Valid: 20 Days
01-07-2022,600001,p4,3.1,Lucknow,Jul,After 5G,Mini Data Saver Pack (500 MB/ Day) Valid: 20 Days
01-07-2022,500001,p4,2.03,Lucknow,Jul,After 5G,Mini Data Saver Pack (500 MB/ Day) Valid: 20 Days
01-07-2022,411001,p4,1.53,Lucknow,Jul,After 5G,Mini Data Saver Pack (500 MB/ Day) Valid: 20 Days
01-07-2022,380001,p4,1.27,Ahmedabad,Jul,After 5G,Mini Data Saver Pack (500 MB/ Day) Valid: 20 Days
01-07-2022,302001,p4,0.94,Delhi,Jul,After 5G,Mini Data Saver Pack (500 MB/ Day) Valid: 20 Days
01-07-2022,226001,p4,1.46,Delhi,Jul,After 5G,Mini Data Saver Pack (500 MB/ Day) Valid: 20 Days
01-07-2022,800008,p4,0.6,Raipur,Jul,After 5G,Mini Data Saver Pack (500 MB/ Day) Valid: 20 Days
01-07-2022,641001,p4,0.7,Coimbatore,Jul,After 5G,Mini Data Saver Pack (500 MB/ Day) Valid: 20 Days
01-07-2022,160017,p4,0.34,Delhi,Jul,After 5G,Mini Data Saver Pack (500 MB/ Day) Valid: 20 Days
01-07-2022,122001,p4,0.55,Delhi,Jul,After 5G,Mini Data Saver Pack (500 MB/ Day) Valid: 20 Days
01-07-2022,492001,p4,0.22,Lucknow,Jul,After 5G,Mini Data Saver Pack (500 MB/ Day) Valid: 20 Days
01-08-2022,400001,p4,3.44,Lucknow,Aug,After 5G,Mini Data Saver Pack (500 MB/ Day) Valid: 20 Days
01-08-2022,110001,p4,2.81,Delhi,Aug,After 5G,Mini Data Saver Pack (500 MB/ Day) Valid: 20 Days
01-08-2022,700001,p4,3.28,Raipur,Aug,After 5G,Mini Data Saver Pack (500 MB/ Day) Valid: 20 Days
01-08-2022,560001,p4,2.83,Lucknow,Aug,After 5G,Mini Data Saver Pack (500 MB/ Day) Valid: 20 Days
01-08-2022,600001,p4,1.45,Lucknow,Aug,After 5G,Mini Data Saver Pack (500 MB/ Day) Valid: 20 Days
